22528857	0
33832474	1
41209124	2
47555752	3
15798246	4
31166133	5
20360728	6
50717548	7
37516246	8
10030852	9
17684197	10
39795877	11
16845118	12
33524081	13
26578590	14
06867432	15
08841596	16
33823745	17
03874859	18
50732691	19
14571343	20
04386467	21
08890711	22
20884544	23
35291955	24
36659465	25
05376546	26
08830135	27
22649667	28
06363480	29
02163045	30
06531319	31
39477304	32
48084293	33
12247934	34
17999112	35
07044728	36
12722535	37
23689989	38
39377574	39
02682463	40
50860981	41
17467715	42
12980588	43
40755584	44
35056546	45
16564092	46
40645824	47
08173474	48
47847816	49
24166190	50
46134939	51
12093024	52
00925668	53
51642666	54
04010858	55
36937906	56
52294235	57
13325937	58
26103494	59
04911295	60
02538209	61
51722111	62
11041889	63
12758474	64
50746790	65
36566181	66
20355005	67
34065711	68
31587428	69
41741121	70
26495691	71
43439915	72
18294318	73
11808898	74
46760373	75
02385601	76
30287032	77
20430317	78
28539423	79
10365491	80
28602903	81
07395999	82
00326760	83
47875654	84
33280949	85
17325455	86
15411458	87
45984619	88
25711344	89
00197141	90
52468859	91
41769097	92
10367212	93
18428301	94
24005020	95
14177338	96
52540475	97
03939271	98
28139128	99
39444654	100
39908406	101
52515516	102
15729864	103
38051967	104
29560350	105
22828597	106
27240376	107
05073518	108
36152928	109
06230774	110
48388579	111
43411897	112
05838181	113
31656966	114
35267854	115
14362931	116
25267233	117
29805233	118
32360068	119
40900481	120
22080292	121
35485908	122
34795339	123
44263069	124
18927640	125
11926856	126
26314363	127
21682080	128
43139215	129
01950398	130
39589426	131
40139611	132
41037921	133
24186867	134
14538489	135
16950084	136
00999903	137
26219543	138
45298016	139
18810781	140
25544158	141
34464875	142
34002237	143
34460508	144
00114934	145
01095762	146
46508162	147
43271549	148
32892131	149
32181384	150
47287641	151
34118314	152
17431924	153
03368616	154
45328635	155
18540622	156
04144599	157
45729787	158
03479551	159
46123243	160
40367198	161
42567258	162
05204935	163
32397648	164
15649349	165
37787045	166
05981574	167
03708062	168
18653174	169
18861741	170
45590201	171
47328979	172
06631525	173
31104911	174
39801686	175
12603320	176
03463497	177
22422754	178
18973706	179
24286677	180
05249518	181
19812815	182
15551250	183
50145874	184
07300205	185
31402603	186
22593672	187
35966103	188
52320800	189
42028038	190
18638746	191
29833889	192
07503085	193
20584824	194
29124323	195
26824467	196
42618446	197
25295857	198
33907823	199
43671340	200
28466732	201
38115687	202
24978779	203
35060010	204
08340384	205
41705234	206
09446819	207
22498724	208
19276798	209
09407600	210
45048994	211
15729921	212
37432961	213
31993010	214
26591572	215
27867227	216
26650849	217
16448109	218
02811240	219
31875516	220
36554113	221
47866567	222
49380889	223
33328819	224
51305583	225
04623575	226
39827046	227
32794575	228
29490622	229
18929995	230
22309102	231
42874482	232
27792163	233
07623841	234
39679869	235
07448473	236
18647699	237
34435065	238
37718325	239
01971558	240
13144155	241
34952834	242
16068445	243
11126853	244
21498722	245
08358898	246
51149961	247
45006813	248
31818550	249
16287744	250
25209375	251
11402073	252
35741030	253
39477212	254
46773569	255
11877408	256
37235519	257
37977547	258
48878161	259
